date,initials,final_ID,Sample,leaf_mass_g,leaf_area_cm2,LMA_gm2,notes
8/5/2019,AS & AB,1WP3,3,0.2012,32.5,61.90769231,
8/5/2019,AS & AB,1WA3,1,0.3931,56.3,69.82238011,
8/5/2019,AS & AB,1WA3,2,0.3373,48.58,69.43186497,
8/5/2019,AS & AB,1WA3,3,0.3381,46.27,73.07110439,
8/5/2019,AS & AB,1WP2,1,0.1691,31.92,52.97619048,
8/5/2019,AS & AB,1WP2,2,0.2986,44.12,67.67905712,
8/5/2019,AS & AB,1WP2,3,0.3609,57,63.31578947,
8/5/2019,AS & AB,1WP1,1,0.3184,46.21,68.90283488,
8/5/2019,AS & AB,1WP1,2,0.3179,48.58,65.43845204,
8/5/2019,AS & AB,1WP1,3,0.3482,52.53,66.28593185,
8/5/2019,AS & AB,1WA2,1,0.2742,35.53,77.17421897,
8/5/2019,AS & AB,1WA2,2,0.3698,48.73,75.88754361,
8/5/2019,AS & AB,1WA2,3,0.4564,57.08,79.95795375,
8/5/2019,AS & AB,1WQ3,1,0.6922,78.08,88.65266393,
8/5/2019,AS & AB,1WQ3,2,0.9795,99.01,98.92940107,
8/5/2019,AS & AB,1WQ3,3,1.2879,129.61,99.36733277,
8/5/2019,AS & AB,1WQ1,1,0.4904,58.54,83.77177998,
8/5/2019,AS & AB,1WQ1,2,0.633,50.85,124.4837758,
8/5/2019,AS & AB,1WQ1,3,0.6097,50.85,119.9016716,
8/5/2019,AS & AB,1WQ2,2,1.1249,121.62,92.49301102,
8/5/2019,AS & AB,1WQ2,1,0.8198,109.83,74.64262952,
8/5/2019,AS & AB,1WQ2,3,0.9279,89.43,103.7571285,
8/5/2019,AS & AB,1WA1,1,0.3578,45.93,77.90115393,
8/5/2019,AS & AB,1WA1,2,0.3689,76.59,48.16555686,
8/5/2019,AS & AB,1WA1,3,0.4558,55.06,82.78241918,
8/6/2019,LH & AS,1EA3,1,0.1076,17.8,60.4494382,
8/6/2019,LH & AS,1EA3,2,0.3924,53.01,74.0237691,
8/6/2019,LH & AS,1EA3,3,0.2323,32,72.59375,
8/6/2019,LH & AS,1EQ3,1,0.3334,58.02,57.46294381,
8/6/2019,LH & AS,1EQ3,2,0.6589,65.46,100.6568897,
8/6/2019,LH & AS,1EQ3,3,0.6569,96.23,68.26353528,
8/6/2019,LH & AS,1EP3,1,0.3191,42.29,75.45519035,
8/6/2019,LH & AS,1EP3,2,0.2565,37.3,68.76675603,
8/6/2019,LH & AS,1EP3,3,0.2452,29.06,84.37715072,
8/6/2019,LH & AS,1EQ1,1,0.7421,70.98,104.5505776,
8/6/2019,LH & AS,1EQ1,2,0.6718,70.03,95.93031558,
8/6/2019,LH & AS,1EQ1,3,0.504,67.58,74.5782776,
8/6/2019,LH & AS,1EQ2,1,0.7652,97.52,78.4659557,
8/6/2019,LH & AS,1EQ2,2,0.8157,107.33,75.99925464,
8/6/2019,LH & AS,1EQ2,3,0.5827,74.46,78.25678216,
8/6/2019,LH & AS,1EA2,1,0.4439,57.41,77.32102421,
8/6/2019,LH & AS,1EA2,2,0.4839,62.02,78.02321832,
8/6/2019,LH & AS,1EA2,3,0.3116,41,76,
8/6/2019,LH & AS,1EP1,1,0.3389,36.51,92.82388387,
8/6/2019,LH & AS,1EP1,2,0.5067,56.47,89.72905968,
8/6/2019,LH & AS,1EP1,3,0.3828,38.59,99.19668308,
8/6/2019,LH & AS,1EA1,1,0.3782,63.71,59.3627374,
8/6/2019,LH & AS,1EA1,2,0.4745,67.43,70.36927184,
8/6/2019,LH & AS,1EA1,3,0.3978,69.36,57.35294118,
8/6/2019,LH & AS,1EP2,1,0.1312,15.77,83.19594166,
8/6/2019,LH & AS,1EP2,2,0.1651,18.34,90.02181025,
8/6/2019,LH & AS,1EP2,3,0.2048,19.61,104.436512,
8/7/2019,AS & AB,3WP3,3,0.3656,42.97,85.08261578,
8/7/2019,AS & AB,3WP3,2,0.3109,36.7,84.71389646,
8/7/2019,AS & AB,3WP3,1,0.3189,37.63,84.74621313,
8/7/2019,AS & AB,3WP1,1,0.315,39.52,79.70647773,
8/7/2019,AS & AB,3WP1,2,0.2418,31.01,77.97484682,
8/7/2019,AS & AB,3WP1,3,0.3206,40.75,78.67484663,
8/7/2019,AS & AB,3WP2,1,0.2986,40.05,74.556804,
8/7/2019,AS & AB,3WP2,2,0.226,30.17,74.90884985,
8/7/2019,AS & AB,3WP2,3,0.2974,37.43,79.45498263,
8/7/2019,AS & AB,3WA3,1,0.4257,78.29,54.37476051,
8/7/2019,AS & AB,3WA3,2,0.7776,119.14,65.26775222,
8/7/2019,AS & AB,3WA3,3,0.6566,97.27,67.50282718,
8/7/2019,AS & AB,3WA2,1,0.3909,54.03,72.34869517,
8/7/2019,AS & AB,3WA2,2,0.2951,43.33,68.10523886,
8/7/2019,AS & AB,3WA2,3,0.4897,83.65,58.54154214,
8/7/2019,AS & AB,3WQ3,1,0.7339,84.68,86.66745394,
8/7/2019,AS & AB,3WQ3,2,0.432,45.28,95.40636042,
8/7/2019,AS & AB,3WQ3,3,0.7014,59.62,117.6450855,
8/8/2019,LH & AS,3WQ2,1,0.4037,48.43,83.35742308,
8/8/2019,LH & AS,3WQ2,2,0.6168,59.75,103.2301255,
8/8/2019,LH & AS,3WQ2,3,0.6324,60.22,105.0149452,
8/8/2019,LH & AS,3WA1,1,0.5894,73.96,79.69172526,
8/8/2019,LH & AS,3WA1,2,0.2374,33.24,71.41997593,
8/8/2019,LH & AS,3WA1,3,0.4383,55.51,78.95874617,
8/8/2019,LH & AS,3WQ1,1,0.304,43.03,70.64838485,
8/8/2019,LH & AS,3WQ1,2,0.4673,54.49,85.75885484,
8/8/2019,LH & AS,3WQ1,3,0.4545,45.55,99.78046103,
8/8/2019,LH & AS,3EQ3,1,0.59,79.5,74.21383648,
8/8/2019,LH & AS,3EQ3,2,0.4437,51.99,85.34333526,
8/8/2019,LH & AS,3EQ3,3,0.2684,41.87,64.1031765,
8/8/2019,LH & AS,3EA3,1,0.6535,73.9,88.43031123,
8/8/2019,LH & AS,3EA3,2,0.4538,46.13,98.37415998,
8/8/2019,LH & AS,3EA3,3,0.5849,60.28,97.03052422,
8/8/2019,LH & AS,3EQ2,1,0.7243,65.02,111.3964934,
8/8/2019,LH & AS,3EQ2,2,0.7317,56.2,130.1957295,
8/8/2019,LH & AS,3EQ2,3,0.5164,43.81,117.8726318,
8/8/2019,LH & AS,3EP3,1,0.2633,31.34,84.01403957,
8/8/2019,LH & AS,3EP3,2,0.3247,34.97,92.85101516,
8/8/2019,LH & AS,3EP3,3,0.315,38.23,82.39602406,
8/8/2019,LH & AS,3EP1,1,0.2539,32.4,78.36419753,
8/8/2019,LH & AS,3EP1,2,0.2105,27.15,77.53222836,
8/8/2019,LH & AS,3EP1,3,0.3689,49.67,74.27018321,
8/8/2019,LH & AS,3EA1,1,0.7772,95.8,81.12734864,
8/8/2019,LH & AS,3EA1,2,0.3691,47.35,77.95142555,
8/8/2019,LH & AS,3EA1,3,0.5412,68.48,79.03037383,
8/8/2019,LH & AS,3EQ1,1,0.5525,58.68,94.15473756,
8/8/2019,LH & AS,3EQ1,2,0.4243,60.85,69.72884141,
8/8/2019,LH & AS,3EQ1,3,0.5101,66.18,77.07766697,
8/8/2019,LH & AS,3EA2,1,0.4961,77.7,63.84813385,
8/8/2019,LH & AS,3EA2,2,0.2481,43.97,56.42483511,
8/8/2019,LH & AS,3EA2,3,0.3529,57.28,61.60963687,
8/8/2019,LH & AS,3EP2,1,0.282,35.55,79.32489451,
8/8/2019,LH & AS,3EP2,2,0.2366,35.82,66.05248465,
8/8/2019,LH & AS,3EP2,3,0.4098,51.96,78.86836028,
